Catalog No,Reign Era,Reign Dates,Temple/Personal Name,Mint,Obverse Inscription,Description,Rarity (Hartill: lower=rarer),Entry Date,Book Page,PDF Page
22.846,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸暨通l Kian Peng tong bao,Rev 十 Dang shi (Value Ten)。 1854-55 F02491 12,1,1854-55,356,76
22.847,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸暨通l Kian Peng tong bao,Rev; 五十 Dang wushi (Value Fifty) 1854-55。 p02492 11 Obv: 咸些元簟 Kian Reng ywan bao,,1854-55,356,76
22.848,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸暨通l Kian Peng tong bao,Rev: 富百 Dang bai (Value One Hundred) 1854-55 R02493 10,10,1854-55,356,76
22.849,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸暨通l Kian Peng tong bao,Localtype。 1854-55. 10,10,1854-55,356,76
22.850,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 篱五百 Dang wubai (Value Five Hundred). 1854,,,357,77
22.851,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 凿千 Dang qian (Value One Thousand) 1854. TD2494 Wuchang Hubei. Rev; Boo Uleft and right。 Obv; 咸蹩通< Jian Feng tong bao,4,,357,77
22.852,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Square head tong. Brass,,,357,77
22.853,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Iron,,,357,77
22.854,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Closed head tong,,,357,77
22.855,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Like Large coins Type 5,,,357,77
22.856,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 蕾十 Dang shi (Value Ten)。 卫D2472 11 Large coins Type 2. Obv: 咸:重C Xian Peng Zhong bao. Six stroke bei。 1854-56。 Rev: Denomination above and below,11,1854-56,358,78
22.857,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 富十 Dang shi (Value Ten),,,358,78
22.858,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Crescent above the U,,,358,78
22.859,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Rev: 凿五十 Dan wushi (Value Fifty) 卫02473 """,3,,358,78
22.860,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Crescent above tbe U。 Obv: 咸型元# Jian Feng Vuan bao。 32.861 Rev: 富百 Dang bai (Value One Hundred) 卫D2474,4,,358,78
22.861,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,358,78
22.862,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Crescent above the U。 n,,,358,78
22.870,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,359,79
22.877,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,"缶 Rou bao, possibly one of the branch mints Coastal Province types",,,361,81
22.878,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,Closed head tong。 1857.60,,1857-60,361,81
22.879,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,Small specimcn 2.880 lov: Crescent above。 $ 1855,,,361,81
22.882,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,Protruding head tong。 1857-60,,1857-60,361,81
22.883,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,Small specimen Value Five。 Rev: Boo SU left and right。 凿五 Dang UU (Value Rive) above and below_,,,361,81
22.884,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,Obv: 咸鬯通窦 Kian Reng tong bao。 1854 3,3,,361,81
22.885,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,Obv: 咸燮重| Kian Feng Zhong bao. Seven stroke bei. Iron。 1855。 8,8,,361,81
22.886,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,Six stroke bei. Iron。 1855。 10,10,,361,81
22.887,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 嵩十 Dang shi (Value Ten)。 Large SIZe,,,362,82
22.888,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Nedium Size,,,362,82
22.889,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Iron,,,362,82
22.890,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Small characters,,,362,82
22.891,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,,,,362,82
22.892,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,,,,362,82
22.893,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,,,,362,82
22.894,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸鬯通寰 Kian Reng tong bao,Emperor Wen Zong,,,362,82
22.895,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev Dang shi (Value Twenty). Distinguish tom,,,363,83
22.896,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev; 富五 Dang wushi (Value Pifty),,,363,83
22.897,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Local pattern 11 Large coins Type 2. Obv: 咸蹩重贫 Kian Peng Zhong bao. 尔P bao, geven stroke bei Rev; Z SU. Denommation above and below. 1854.55",,1854-55,363,83
22.898,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 蕾十 Dang shi (Value Ten),,,363,83
22.899,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 富五十 Dang wtshi (Value Rifty). Curved 咸 rian。 11,,,363,83
22.900,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Emperor Wen Zong,,,363,83
22.901,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Medium bao,,,364,84
22.902,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Small bqo,,,364,84
22.903,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Long feet ban Rev: 富五十 Dang wushi (Value Fifty),,,364,84
22.904,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Medium bao Curved rian。 22.,905 Long feet bao. Hook rian",,,364,84
22.905,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,364,84
22.906,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Iron。 Hook rian,,,364,84
22.907,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Left protruding bao. Curved rian,,,364,84
22.908,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Left protruding bao. Hook rian。 14 3 鼍,,,364,84
22.909,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 凿十 Dang shi (Value Ten). Small bao,,,365,85
22.910,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Long feet bao,,,365,85
22.911,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"咸 赛口]重 a 咸 赛[元 赛 矍 22.,914 富 { 鲎 禺 冒",,,365,85
22.912,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 富五十 Dang wushi (Value Fifty). Small bao Obv: 咸蹩元贫 Kian Reng yuan bao。 23.913 Rev: 富百 Dang bai (Value One Hundred). Small bao,,,365,85
22.913,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Emperor Wen Zong,,,365,85
22.914,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Left protruding bao。 骂 u,,,365,85
22.915,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 凿二十 Dang ershi (Value Twenty). Distinguish from,,,366,86
22.916,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 三十 Dang sanshi (Value Thirty). Distinguish from,,,366,86
22.917,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Emperor Wen Zong,,,366,86
22.918,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Long feet bao,,,366,86
22.919,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Hook rian。 10 11 10,10,,366,86
22.920,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 蕾十 Dang shi (Value Ten). Unorthodox bao,,,367,87
22.921,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,RD2467 Obv: 咸酆元夤 Kian Feng yuan bao。 Rev: 凿百 Dang bai (Value One Hundred) above and below,7,,366,86
22.922,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev; 凿百 Dang bai (Value One Hundred) Broad Rim coins,,,367,87
22.923,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Square head tong,,,367,87
22.924,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Closed head tong。 13 10 u,,,367,87
22.925,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,368,88
22.926,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Degenerate type。 1854-61 15 Large coins Type 1. Obv: 咸鳖重赛 Kian Feng Zhong bao. Narrow rims, elegant style。 Rev: Denomination above and below 1854",,1854-61,368,88
22.927,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Rev: 富十 Dang shi (Value Ten) 卫D2505 13 Large coins Type 2. Obv: 咸蹩重f Kian Reng Zhong bao. Broad rims, larger characters。 Rev: Denomination above and below 1855-60",13,1855-60,368,88
22.928,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,-30 Rev; 富十 Dang shi (alue Ten) Variations i bao。 51595 14,14,,368,88
22.929,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 八 ba (eight) above。 Closed head tong. 18505,,,355,75
22.930,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,罾 富,,,368,88
22.931,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Rev: 富五十 Darg wushi (Value Fifty)。 卫2506,51590 11",6,,368,88
22.932,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,369,89
22.933,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev 十 Dang shi (Value Ten)。 卫02448,8,,369,89
22.934,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 蕾五十 Dang wushi (Value Fifty)。 FD2449 Large coins Type 2. Obv: 咸些重赛 Jian Feng zhong bao. Sprawling local style. 尔 Er bao Rev: Denomination above and below 1855,9,,369,89
22.935,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 十 Dang shi (alue Ten),,,369,89
22.936,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 五十 Dang Wtlshi (Value Fifty)。 Ohv: 咸骘元蜜 Kian Feng yuan bao,,,369,89
22.937,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 富百 Dang bai (Value One Hundred)。 Jinan had only Lwo furnaces in operation,,,369,89
22.938,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,尔 Br bao。 The,,,370,90
22.939,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Iron。 1858 """,,,370,90
22.940,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,缶 Pou bao. Iron。 1858。 Large coins Type 1. Obv: 咸酆重赛 Kian Feng 2hong bao. Cf,,,370,90
22.941,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 凿十 Dang shi (Value Ten)。 13 Large coins Type 2. Obv: 咸些重霞 Kian Peng zhong bao. Cf,,,370,90
22.942,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Rev: 簋十 Dong shi (Value Ten) 13 In 1854, Shanri started to cast Xianfeng Value Ten coins; but requested permission to Slop casting copper coing in 1856 because il was tOO expensiue. Previously; in 1853, The Frovinciol Governor had memorialised the Board, and presenled proposals to aller the casting to iron coins Qs the province was rich in iron and coal The Board quickly replied that it was not Dossible for only Shann to do this how could they allow one prouince to be dil ferent from another? In August 1857, lhe Governor menorialised that the province Was triol casting iron coins; but this seemg to have only lasted for a couple Of months in early 1858",,,370,90
22.944,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Iron,,,370,90
22.945,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Local type,,,370,90
22.946,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"One dot tong. Iron。 1851.53 1854. 1854-58。 1854-58 卫D2496,51550 15 """,6,1851-53,370,90
22.947,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 凿十 Dang shi (Value Ten)。 Large coins Type 2. Obv: 咸酆重0 Kian Reng zhong bao. Local pattern. Six stroke bei。 Rev; Denomination above and below 1854,,,371,91
22.948,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 富十 Dang shi (Value Ten)。 卫02497,7,,371,91
22.949,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 凿五十 Dan Wushi (Value Fifty) Diam. 45 Im Obv: 咸蹩元饔 Kian Reng yuan bao,,,371,91
22.950,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 富百 Dang bai (Value One Hundred). Diam. 53 皿皿。 Distinguish from the larger coins,,,371,91
22.961,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: No marks,,,374,94
22.962,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: Dot above,,,374,94
22.963,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: Circle above,,,374,94
22.964,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: Vertical crescent above,,,374,94
22.965,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 工 gong above,,,374,94
22.966,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: Dot in circle below,,,374,94
22.967,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: er (two) above,,,374,94
22.968,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 三 san (three) above Rev: Numbers in commercial style above,,,374,94
22.972,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,9 2918 1,1,,374,94
22.975,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,13,,,374,94
22.976,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,15,,,374,94
22.977,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"17 T02549,81540 15 # 51541 #",9,,374,94
22.983,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,"Rev: No marks。 1851-51 卫02557,81544",7,1851-51,376,96
22.984,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Iron。 1854,,,376,96
22.985,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev: Vertical line above。 1854-61,,1854-61,376,96
22.986,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,"Rev: Crescent above。 1854-61 81545 # 2983 Rev: Circle above, crescent below。 1854-61",,1854-61,376,96
22.989,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev: Large dot above 1854-61,,1854-61,376,96
22.990,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev; Cros8; Or 4 I commercial style above 1854-61. Local type. Six stroke bei square head tong。 1854-61,,1854-61,376,96
22.991,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev: 大 da (bIg) or 六 liu (six) above,,,376,96
22.992,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev; 上 shang above,,,376,96
22.993,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev: 四 si (four) above,,,376,96
22.994,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev: 五 wu (Gve) above,,,376,96
22.995,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,"Rev: 金 jin above;, dot in circle below",,,376,96
22.996,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,"Rev: Stylised bat, symbol of good fortune, above 2.993 Rev: Zegoneatorerm ofyon",,,376,96
22.999,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev: Circle above,,,376,96
22.1000,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev: Circle below,,,376,96
22.1001,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev; Dot in circle below,,,376,96
22.1002,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,"Rev: Crescent above, dot in circle below",,,376,96
22.1003,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,Rev: Crescent above,,,376,96
22.1004,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,Rev: Inverted crescent below,,,377,97
22.1005,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,Rev: Dot and crescent above,,,377,97
22.1006,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,"Rev: Dot and crescent above and below 9,1007 Rev: Dot and crescent above, crescent below",,,377,97
22.1007,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,,,,377,97
22.1008,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,Rev: Ji (one) above,,,377,97
22.1009,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,Rev; 三 san (three) above。 #,,,377,97
22.1010,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,Rev: 4 in commercial style above,,,377,97
22.1011,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,Rev: 5_,,,377,97
22.1012,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,Rev: Stylsed bat (symbol of Bood fortune) above,,,377,97
22.1013,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,"Rev: 霎 Yun[an] in running script above, crescent below。 Closed head tong. 1854-61",,1854-61,377,97
22.1014,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,-5 No marks on reverse。 15 Obv: 咸型重赛 Kian Reng 2hong bao。 Rev: Denomination above and below. 1853-58,,1853-58,377,97
22.1015,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸蹩通| Jian Feng tong bao,臀,,,377,97
22.1016,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,Rev: 凿十 Dang shi (Value Ten)。 Smallyun。 下02558,,,377,97
22.1017,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,"LarBe yun。 """,,,377,97
22.1018,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",咸些逦窀 Kian Peng tong bao,"Dot above boo。 From this reign onwards, Qs In Lhe other soulh-weslern provinces, variely Of numbers; characlers, and gymbols appear on the reuerses O[ Yunnan coins。 These are probably indicalors Of batches; Or When rather Vhan Where the coins were cast, but the sequerce is by Io means clear",,,377,97
22.1019,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Rev: 蓄五十 Dang wushi (Value Fifty)。 [D2559 In the Kianfeng period, Yunnan was spared the effects Of the Taiping rebellion, and 让t appears that the cop Der it could not transport lo other provinces was DUl lo Ils own UsC In August 1853,the Governor-general memorialised thal the provincial capilal and Dongchuan minls had increased the number Ol furnaces and th number O[ mao Of casting: Ningtai factory was able to begin casting 讯 about wO Or three monlhs Ume; Qujing ana Lin 'an prefectures had been given orders and now were speedily making arrangemenls [to begin castingl The nert year 让 WOs reported that each branch mint in Yunnan was extensively casting regulation COIIS Although tlere Was no need jor Yunnanto issue large coins; Vale Tens were cast; hotuever the Valwe Rifties seem only to have been trial casling。 The siluation Was suntmed up retrospectively in a menorialo Nouember 1858 from the Governor general: l October 1853, casting O[ Value Ten large coins commenced. In general army pay, itegrity nourishing allowances; and al miscellaneous payments were made with the equivalent Of regulation coins 皿 large coins。 At frst, large coins were very popular。. later large coins were stored W, and wero used 35 only equivalent t0 One Or two cash. Now large coing are to be collected up, gnd recagt 35 regulation coins。 Reduce the amount Of copper used [or casting regulation coins; and stop casting large Coins",9,,378,98
22.1021,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Iron 1853-55,,1853-55,379,99
22.1022,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: Crescent above 1856-61,,1856-61,379,99
22.1023,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev; 正 Zheng above。 1856-61 卫02554 Obv: 咸垂. Kian Feng zhong bao,4,1856-61,379,99
22.1024,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Rev: 蓄十 Dang shi (Value Ten)。 1853-58 p02555,81596 15 13 13 13 13",13,1853-58,379,99
22.1026,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,,,,379,99
22.1027,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Iron Coastal Province types,,,379,99
22.1028,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Closed head, one dot tong",,,379,99
22.1029,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Protruding head, two dot tong。 1851-53。 1854.58 1855. 卫D2475,81538 15 r 1855-61. 1855.61. 15 15",5,1851-53,379,99
22.1030,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Type 1. Square, smallish characters 1854-55。 51593 14",14,1854-55,380,100
22.1031,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,"Type 2. Larger, slghtly oblique characterg 1855.58 P02477 13 Large coins Type 3 Obv: 咸型通/ Kian Feng tong bao",,1855-58,380,100
22.1032,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 篱五 Dang UUU (Value Five) above and below。 1855. Pattern only。 Large coins Type 4. Obv: 咸盥重/ Kian Peng Zhong bao.Trial issues。 1855. Rev: 凿 Dang (Value) above; Varioug numbers below,,,380,100
22.1033,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: Dang ershi (Value Twenty)。 T02479,9,,380,100
22.1034,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: Dang sanshi (Value Thirty) T02181,1,,380,100
22.1035,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: Dang sishi (Value 踹 T02483,3,,380,100
22.1036,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 五 | Dan UUshi (Value TD2485 Large coins Type 5 Obv: 咸蹩重寰 Kian Peng Zhong bao. Trial issues. 1855. Rev: One number above the hole,5,,380,100
22.1037,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev; 十 Shi (Ten),,,380,100
22.1038,Xianfeng,1851-1861,Wen Zong,"Board of Revenue (Boo-chiowan, Peking)",,Rev: 百 Bai (One hundred) 卫02487,7,,380,100
